target_overall_rating,prop_size_sqft,prop_type_house,prop_type_apartment,prop_type_office,prop_latitude,prop_longitude,prop_total_jobs,prop_eco_friendly,prop_pet_present,cleaner_total_jobs,cleaner_avg_rating,cleaner_rating_trend,cleaner_experience_years,cleaner_spec_house,cleaner_spec_apartment,cleaner_spec_office,cleaner_avg_job_value,cleaner_completion_rate,cleaner_avg_bid_amount,cleaner_client_retention,hist_previous_jobs,hist_avg_rating,hist_days_since_last,hist_prop_type_match,hist_price_compatibility,hist_client_avg_rating,hist_client_total_jobs,hist_rebooking_indicator,hist_has_communication,hist_issue_resolution_rate,ctx_urgency_days,ctx_price_low,ctx_price_medium,ctx_price_high,ctx_service_complexity,ctx_season_sin,ctx_season_cos,ctx_is_weekend,ctx_client_tenure_days,rating_quality,rating_communication,rating_timeliness,rating_professionalism,meta_job_id,meta_client_id,meta_cleaner_id,meta_property_id,meta_scheduled_date,meta_review_id
6.0,1016.0,0,1,0,38.09109414,23.6940413,9,0,0,4,6.0,0.0,-0.810958904109589,0.25,0.75,0.0,112.5,0.8,227.5,0.0,0,0.0,9999,0.0,0.5,7.5,2,0,1,1.0,-296,0,1,0,0.23,0.49999999999999994,0.8660254037844387,0,-296,7.0,7.0,7.0,5.0,944,1680,1197,702,2025-01-16,829
5.0,4290.0,0,0,1,37.98056402,23.8761993,13,0,0,9,6.222222222222222,0.0,-0.5917808219178082,0.5555555555555556,0.2222222222222222,0.2222222222222222,115.0,0.8181818181818182,145.83333333333334,0.0,0,0.0,9999,0.0,0.5,6.142857142857143,8,0,1,1.0,-216,0,0,1,0.205,0.8660254037844387,-0.4999999999999998,1,-216,5.0,5.0,6.0,6.0,945,1584,1156,576,2025-04-06,830
7.0,1230.0,0,1,0,38.06482283,23.66205358,2,0,0,16,7.125,-0.125,-0.5041095890410959,0.1875,0.25,0.5625,158.75,0.7619047619047619,169.58333333333334,0.0,0,0.0,9999,0.0,0.5,8.0,4,0,1,1.0,-184,0,1,0,0.25,0.49999999999999994,-0.8660254037844387,0,-184,8.0,8.0,5.0,8.0,946,1817,1140,896,2025-05-08,831
9.0,951.0,1,0,0,38.12838348,23.6267974,13,0,0,27,9.481481481481481,0.11851851851851869,-0.043835616438356165,0.4074074074074074,0.2962962962962963,0.2962962962962963,302.4074074074074,0.84375,323.44827586206895,0.0,0,0.0,9999,0.0,0.5,8.0,13,0,1,1.0,-16,0,1,0,0.21,-0.8660254037844386,0.5000000000000001,0,-16,9.0,9.0,9.0,8.0,947,1738,1188,784,2025-10-23,832
9.0,1499.0,0,0,1,37.90570275,23.74331837,9,0,0,24,9.75,-0.05000000000000071,-0.10410958904109589,0.3333333333333333,0.20833333333333334,0.4583333333333333,309.375,0.8275862068965517,244.76190476190476,0.125,0,0.0,9999,0.0,0.5,8.875,11,0,1,1.0,-38,0,1,0,0.205,-0.8660254037844386,0.5000000000000001,0,-38,8.0,9.0,10.0,10.0,948,1679,1225,701,2025-10-01,833
10.0,2932.0,1,0,0,38.10295259,23.77457953,10,0,0,23,9.73913043478261,-0.039130434782610024,-0.16164383561643836,0.30434782608695654,0.21739130434782608,0.4782608695652174,299.3478260869565,0.8214285714285714,239.54545454545453,0.13043478260869568,0,0.0,9999,0.0,0.5,8.666666666666666,11,0,1,1.0,-59,0,0,1,0.21,-1.0,-1.8369701987210297e-16,0,-59,10.0,10.0,9.0,10.0,949,1463,1225,413,2025-09-10,834
10.0,3406.0,0,0,1,37.88933773,23.77955771,11,0,0,3,9.0,0.0,-0.8958904109589041,0.3333333333333333,0.3333333333333333,0.3333333333333333,218.33333333333334,0.75,377.63157894736844,0.0,0,0.0,9999,0.0,0.5,7.333333333333333,4,0,1,1.0,-327,0,0,1,0.25,-2.4492935982947064e-16,1.0,0,-327,10.0,10.0,10.0,9.0,950,1638,1210,648,2024-12-16,835
7.0,943.0,0,0,1,37.91787999,23.64412783,5,0,0,13,5.846153846153846,-0.14615384615384563,-0.6657534246575343,0.3076923076923077,0.38461538461538464,0.3076923076923077,117.6923076923077,0.8125,137.5,0.07692307692307687,0,0.0,9999,0.0,0.5,8.0,2,0,1,1.0,-243,1,0,0,0.2,1.0,6.123233995736766e-17,0,-243,8.0,6.0,6.0,6.0,951,1385,1286,312,2025-03-10,836
9.0,4545.0,0,0,1,38.02137097,23.82002435,11,0,0,23,7.695652173913044,-0.29565217391304355,-0.049315068493150684,0.30434782608695654,0.34782608695652173,0.34782608695652173,183.69565217391303,0.8214285714285714,188.33333333333334,0.0,1,7.0,173,1.0,0.9032258064516129,7.3,12,1,1,1.0,-18,0,0,1,0.215,-0.8660254037844386,0.5000000000000001,0,-18,9.0,8.0,7.0,10.0,952,1783,1166,841,2025-10-21,837
10.0,1499.0,0,0,1,37.90570275,23.74331837,9,0,0,19,9.31578947368421,0.08421052631578974,-0.4273972602739726,0.47368421052631576,0.15789473684210525,0.3684210526315789,323.42105263157896,0.9047619047619048,346.9047619047619,0.0,0,0.0,9999,0.0,0.5,8.833333333333334,8,0,1,1.0,-156,0,0,1,0.205,1.2246467991473532e-16,-1.0,0,-156,10.0,9.0,9.0,10.0,953,1679,1218,701,2025-06-05,838
7.0,1904.0,1,0,0,37.87472138,23.79344636,6,0,0,17,7.882352941176471,0.01764705882352935,-0.4821917808219178,0.23529411764705882,0.5294117647058824,0.23529411764705882,140.88235294117646,0.85,231.11111111111111,0.05882352941176472,0,0.0,9999,0.0,0.5,6.666666666666667,4,0,1,1.0,-176,0,0,1,0.2,0.49999999999999994,-0.8660254037844387,0,-176,6.0,7.0,7.0,6.0,954,1581,1180,572,2025-05-16,839
6.0,1276.0,0,0,1,37.95440821,23.64526579,12,0,0,2,7.5,0.0,-0.7698630136986301,0.5,0.0,0.5,122.5,0.6666666666666666,165.37037037037038,0.0,0,0.0,9999,0.0,0.5,7.75,5,0,1,1.0,-281,0,1,0,0.25,0.49999999999999994,0.8660254037844387,0,-281,5.0,5.0,7.0,7.0,955,1661,1298,680,2025-01-31,840
6.0,2239.0,1,0,0,37.94468899,23.68934935,15,0,0,3,6.666666666666667,0.0,-0.6465753424657534,0.3333333333333333,0.3333333333333333,0.3333333333333333,96.66666666666667,0.75,130.27777777777777,0.0,0,0.0,9999,0.0,0.5,8.2,6,0,1,1.0,-236,0,0,1,0.25,1.0,6.123233995736766e-17,0,-236,6.0,7.0,5.0,5.0,956,1613,1301,615,2025-03-17,841
8.0,2809.0,1,0,0,38.04851696,23.72373648,16,0,0,0,0.0,0.0,-0.9780821917808219,0.0,0.0,0.0,0.0,0.0,210.8,0.0,0,0.0,9999,0.0,0.5,7.5,1,0,1,1.0,-357,0,0,1,0.2,-0.5000000000000004,0.8660254037844384,1,-357,9.0,8.0,9.0,9.0,957,1651,1151,668,2024-11-16,842
9.0,1181.0,0,1,0,38.07426739,23.6623862,9,0,0,9,8.333333333333334,0.0,-0.7041095890410959,0.2222222222222222,0.3333333333333333,0.4444444444444444,205.55555555555554,0.8181818181818182,219.28571428571428,0.0,0,0.0,9999,0.0,0.5,8.5,5,0,1,1.0,-257,0,1,0,0.22,0.8660254037844386,0.5000000000000001,0,-257,8.0,9.0,10.0,9.0,958,1706,1281,739,2025-02-24,843
8.0,1703.0,0,0,1,38.0115043,23.61791721,10,0,0,3,8.666666666666666,0.0,-0.8027397260273973,0.3333333333333333,0.3333333333333333,0.3333333333333333,106.66666666666667,0.75,230.6,0.0,0,0.0,9999,0.0,0.5,7.5,2,0,1,1.0,-293,0,0,1,0.25,0.49999999999999994,0.8660254037844387,1,-293,7.0,8.0,9.0,7.0,959,1351,1146,271,2025-01-19,844
7.0,983.0,0,1,0,37.96047182,23.64936854,8,0,0,23,5.869565217391305,0.13043478260869534,-0.5698630136986301,0.17391304347826086,0.391304347826087,0.43478260869565216,66.95652173913044,0.8518518518518519,67.24137931034483,0.0,1,7.0,34,1.0,0.7142857142857143,6.0,6,1,1,1.0,-208,1,0,0,0.215,0.8660254037844387,-0.4999999999999998,0,-208,6.0,8.0,5.0,8.0,960,1408,1233,345,2025-04-14,845
6.0,1169.0,1,0,0,38.09395153,23.84767247,14,0,0,2,7.5,0.0,-0.9534246575342465,0.0,0.5,0.5,220.0,0.6666666666666666,162.08333333333334,0.0,0,0.0,9999,0.0,0.5,7.5,1,0,1,1.0,-348,0,1,0,0.21,-0.5000000000000004,0.8660254037844384,0,-348,6.0,5.0,4.0,6.0,961,1672,1153,693,2024-11-25,846
6.0,4290.0,0,0,1,37.98056402,23.8761993,13,0,0,10,7.3,0.0,-0.0410958904109589,0.5,0.2,0.3,172.0,0.9090909090909091,266.53846153846155,0.09999999999999998,0,0.0,9999,0.0,0.5,6.5,14,0,1,1.0,-15,0,0,1,0.215,-0.8660254037844386,0.5000000000000001,0,-15,5.0,6.0,6.0,5.0,962,1584,1304,576,2025-10-24,847
10.0,2296.0,1,0,0,37.95398444,23.76718176,8,0,0,16,9.375,0.025000000000000355,-0.4575342465753425,0.25,0.3125,0.4375,340.0,0.8,269.09090909090907,0.0,0,0.0,9999,0.0,0.5,7.0,5,0,1,1.0,-167,0,0,1,0.21,0.49999999999999994,-0.8660254037844387,1,-167,9.0,10.0,10.0,10.0,963,1557,1216,542,2025-05-25,848
7.0,1067.0,0,1,0,38.10232375,23.79392092,6,0,0,20,6.0,0.0,-0.27123287671232876,0.25,0.35,0.4,124.0,0.8695652173913043,146.66666666666666,0.0,0,0.0,9999,0.0,0.5,6.8,9,0,1,1.0,-99,1,0,0,0.22,-0.8660254037844384,-0.5000000000000004,0,-99,7.0,8.0,8.0,8.0,964,1577,1313,568,2025-08-01,849
5.0,1295.0,0,0,1,37.85491644,23.66867136,6,0,0,50,6.1,0.20000000000000018,-0.15616438356164383,0.38,0.34,0.28,86.4,0.9433962264150944,96.04166666666667,0.06000000000000005,0,0.0,9999,0.0,0.5,7.4,9,0,1,1.0,-57,1,0,0,0.205,-1.0,-1.8369701987210297e-16,0,-57,6.0,6.0,5.0,5.0,965,1432,1222,375,2025-09-12,850
8.0,2357.0,0,0,1,37.843391,23.59659968,14,0,0,11,6.545454545454546,-0.1454545454545455,-0.3917808219178082,0.09090909090909091,0.36363636363636365,0.5454545454545454,210.0,0.7857142857142857,170.6818181818182,0.0,1,6.0,54,1.0,0.8070175438596492,7.666666666666667,10,1,1,1.0,-143,0,0,1,0.205,1.2246467991473532e-16,-1.0,0,-143,7.0,9.0,8.0,8.0,966,1730,1291,772,2025-06-18,851
8.0,4770.0,0,0,1,37.91897836,23.60534587,5,0,0,7,7.285714285714286,0.0,-0.684931506849315,0.2857142857142857,0.14285714285714285,0.5714285714285714,274.2857142857143,0.875,243.0952380952381,0.1428571428571429,0,0.0,9999,0.0,0.5,8.666666666666666,4,0,1,1.0,-250,0,0,1,0.205,1.0,6.123233995736766e-17,0,-250,8.0,7.0,9.0,9.0,967,1743,1236,790,2025-03-03,852
6.0,1969.0,0,0,1,37.97556235,23.77364389,2,0,0,28,6.964285714285714,0.13571428571428523,-0.10684931506849316,0.25,0.4642857142857143,0.2857142857142857,142.14285714285714,0.8235294117647058,108.90625,0.0357142857142857,0,0.0,9999,0.0,0.5,6.75,6,0,1,1.0,-39,0,1,0,0.25,-1.0,-1.8369701987210297e-16,0,-39,5.0,6.0,7.0,6.0,969,1619,1217,624,2025-09-30,853
7.0,2809.0,1,0,0,38.04851696,23.72373648,16,0,0,10,5.6,0.0,-0.5726027397260274,0.4,0.2,0.4,127.0,0.9090909090909091,127.5,0.09999999999999998,0,0.0,9999,0.0,0.5,7.75,5,0,1,1.0,-209,0,0,1,0.21,0.8660254037844387,-0.4999999999999998,1,-209,8.0,8.0,8.0,6.0,970,1651,1303,668,2025-04-13,854
9.0,732.0,0,1,0,38.0642781,23.85117583,4,0,0,7,8.142857142857142,0.0,-0.6027397260273972,0.14285714285714285,0.5714285714285714,0.2857142857142857,142.85714285714286,0.875,169.3181818181818,0.0,0,0.0,9999,0.0,0.5,6.0,3,0,1,1.0,-220,0,1,0,0.245,0.8660254037844387,-0.4999999999999998,0,-220,8.0,9.0,7.0,8.0,972,1479,1167,439,2025-04-02,855
10.0,2473.0,1,0,0,37.97694237,23.64725387,11,0,0,13,9.538461538461538,-0.038461538461538325,-0.44931506849315067,0.5384615384615384,0.3076923076923077,0.15384615384615385,303.84615384615387,0.7222222222222222,250.74074074074073,0.0,0,0.0,9999,0.0,0.5,9.333333333333334,5,0,1,1.0,-164,0,0,1,0.21,0.49999999999999994,-0.8660254037844387,0,-164,9.0,10.0,9.0,9.0,973,1360,1183,282,2025-05-28,856
10.0,705.0,0,1,0,37.89627874,23.78314799,4,0,0,31,9.451612903225806,0.04838709677419395,-0.03561643835616438,0.3548387096774194,0.1935483870967742,0.45161290322580644,374.03225806451616,0.775,266.6666666666667,0.06451612903225812,1,10.0,268,1.0,0.2777777777777778,8.75,11,1,1,1.0,-13,0,1,0,0.23,-0.8660254037844386,0.5000000000000001,1,-13,10.0,10.0,8.0,10.0,974,1498,1216,463,2025-10-26,857
9.0,1135.0,0,0,1,38.0447899,23.80623957,7,0,0,21,9.380952380952381,0.11904761904761862,-0.3863013698630137,0.42857142857142855,0.19047619047619047,0.38095238095238093,309.2857142857143,0.9130434782608695,343.2608695652174,0.04761904761904767,0,0.0,9999,0.0,0.5,8.8,7,0,1,1.0,-141,0,0,1,0.205,1.2246467991473532e-16,-1.0,0,-141,8.0,9.0,7.0,8.0,975,1779,1218,837,2025-06-20,858
6.0,1621.0,1,0,0,38.11419078,23.79548452,5,0,0,23,7.0,0.09999999999999964,-0.010958904109589041,0.391304347826087,0.13043478260869565,0.4782608695652174,158.2608695652174,0.8214285714285714,124.47368421052632,0.0,0,0.0,9999,0.0,0.5,6.5,11,0,1,1.0,-4,0,1,0,0.25,-0.5000000000000004,0.8660254037844384,0,-4,6.0,5.0,6.0,5.0,976,1666,1240,686,2025-11-04,859
7.0,442.0,0,1,0,37.95184825,23.69069601,13,0,0,11,5.818181818181818,0.08181818181818201,-0.536986301369863,0.36363636363636365,0.45454545454545453,0.18181818181818182,102.27272727272727,0.9166666666666666,107.6923076923077,0.0,0,0.0,9999,0.0,0.5,6.25,5,0,1,1.0,-196,1,0,0,0.215,0.8660254037844387,-0.4999999999999998,1,-196,7.0,6.0,8.0,8.0,977,1687,1190,712,2025-04-26,860
5.0,1038.0,0,1,0,37.90674574,23.81660768,8,0,0,21,6.0476190476190474,-0.1476190476190471,-0.1643835616438356,0.2857142857142857,0.38095238095238093,0.3333333333333333,124.04761904761905,0.8076923076923077,145.0,0.0,0,0.0,9999,0.0,0.5,8.222222222222221,11,0,1,1.0,-60,1,0,0,0.23,-1.0,-1.8369701987210297e-16,0,-60,4.0,6.0,4.0,6.0,979,1797,1227,863,2025-09-09,861
10.0,1669.0,1,0,0,37.87376148,23.67447379,14,0,0,9,9.666666666666666,0.0,-0.7698630136986301,0.4444444444444444,0.3333333333333333,0.2222222222222222,440.55555555555554,0.6923076923076923,280.22727272727275,0.0,0,0.0,9999,0.0,0.5,8.666666666666666,4,0,1,1.0,-281,0,0,1,0.25,0.49999999999999994,0.8660254037844387,0,-281,9.0,9.0,10.0,9.0,980,1693,1234,720,2025-01-31,862
8.0,757.0,0,1,0,37.93912715,23.78137576,12,0,0,11,6.545454545454546,-0.04545454545454586,-0.3041095890410959,0.2727272727272727,0.09090909090909091,0.6363636363636364,258.6363636363636,0.7857142857142857,201.3793103448276,0.0,0,0.0,9999,0.0,0.5,7.25,11,0,1,1.0,-111,1,0,0,0.215,-0.4999999999999997,-0.8660254037844388,1,-111,8.0,7.0,7.0,8.0,981,1395,1127,325,2025-07-20,863
7.0,1712.0,0,0,1,37.9852188,23.64412569,5,0,0,0,0.0,0.0,-0.9863013698630136,0.0,0.0,0.0,0.0,0.0,221.75,0.0,0,0.0,9999,0.0,0.5,7.5,1,0,1,1.0,-360,0,0,1,0.205,-0.5000000000000004,0.8660254037844384,0,-360,8.0,7.0,8.0,7.0,982,1447,1180,393,2024-11-13,864
7.0,1440.0,0,1,0,37.91847721,23.68208463,12,0,0,4,7.0,0.0,-0.9232876712328767,0.25,0.5,0.25,97.5,0.8,153.03571428571428,0.0,0,0.0,9999,0.0,0.5,10.0,2,0,1,1.0,-337,0,1,0,0.23,-2.4492935982947064e-16,1.0,0,-337,8.0,6.0,5.0,7.0,983,1518,1262,485,2024-12-06,865
7.0,1196.0,0,0,1,37.98129451,23.60905157,10,0,0,14,7.785714285714286,0.11428571428571477,-0.5013698630136987,0.42857142857142855,0.21428571428571427,0.35714285714285715,253.21428571428572,0.875,204.58333333333334,0.0,0,0.0,9999,0.0,0.5,7.166666666666667,8,0,1,1.0,-183,0,1,0,0.215,0.49999999999999994,-0.8660254037844387,0,-183,6.0,8.0,8.0,6.0,984,1642,1237,654,2025-05-09,866
9.0,1489.0,0,1,0,38.08327207,23.81603202,14,0,0,14,7.785714285714286,-0.08571428571428541,-0.5178082191780822,0.21428571428571427,0.5,0.2857142857142857,143.92857142857142,0.8235294117647058,220.23809523809524,0.0714285714285714,0,0.0,9999,0.0,0.5,7.0,8,0,1,1.0,-189,0,1,0,0.23,0.49999999999999994,-0.8660254037844387,1,-189,9.0,9.0,9.0,9.0,986,1628,1180,635,2025-05-03,867
7.0,2421.0,1,0,0,37.83832031,23.81581712,12,0,0,5,5.4,0.0,-0.7397260273972602,0.6,0.0,0.4,170.0,0.7142857142857143,144.23076923076923,0.0,0,0.0,9999,0.0,0.5,6.5,3,0,1,1.0,-270,0,0,1,0.2,0.8660254037844386,0.5000000000000001,0,-270,8.0,6.0,6.0,8.0,987,1418,1295,358,2025-02-11,868
8.0,2942.0,1,0,0,38.0415075,23.63934807,5,0,0,3,7.0,0.0,-0.589041095890411,0.0,0.6666666666666666,0.3333333333333333,58.333333333333336,0.6,156.1764705882353,0.0,0,0.0,9999,0.0,0.5,8.0,3,0,1,1.0,-215,0,0,1,0.2,0.8660254037844387,-0.4999999999999998,0,-215,8.0,7.0,9.0,8.0,988,1571,1253,559,2025-04-07,869
8.0,2431.0,0,0,1,38.03960357,23.8217572,8,0,0,6,7.833333333333333,0.0,-0.5726027397260274,0.6666666666666666,0.16666666666666666,0.16666666666666666,357.5,0.75,263.1818181818182,0.0,0,0.0,9999,0.0,0.5,7.0,6,0,1,1.0,-209,0,0,1,0.215,0.8660254037844387,-0.4999999999999998,1,-209,8.0,7.0,9.0,7.0,989,1390,1165,319,2025-04-13,870
7.0,1802.0,1,0,0,37.87626705,23.78880611,8,0,0,3,8.0,0.0,-0.7698630136986301,0.0,0.3333333333333333,0.6666666666666666,191.66666666666666,0.75,208.0952380952381,0.0,0,0.0,9999,0.0,0.5,7.5,1,0,1,1.0,-281,0,0,1,0.25,0.49999999999999994,0.8660254037844387,0,-281,7.0,8.0,5.0,8.0,992,1510,1170,476,2025-01-31,871
7.0,557.0,0,1,0,37.9843511,23.61919049,12,0,0,35,7.828571428571428,0.371428571428571,-0.08493150684931507,0.4857142857142857,0.2857142857142857,0.22857142857142856,213.57142857142858,0.8974358974358975,191.92307692307693,0.08571428571428574,0,0.0,9999,0.0,0.5,7.25,19,0,1,1.0,-31,1,0,0,0.215,-0.8660254037844386,0.5000000000000001,0,-31,7.0,7.0,5.0,8.0,993,1348,1194,267,2025-10-08,872
8.0,4172.0,0,0,1,37.95894124,23.71950139,8,0,0,5,6.0,0.0,-0.7972602739726027,0.2,0.8,0.0,106.0,0.8333333333333334,214.0909090909091,0.0,0,0.0,9999,0.0,0.5,7.5,1,0,1,1.0,-291,0,0,1,0.215,0.49999999999999994,0.8660254037844387,0,-291,7.0,7.0,9.0,8.0,994,1724,1197,765,2025-01-21,873
7.0,1239.0,0,0,1,38.11870235,23.85696669,11,0,0,17,6.470588235294118,-0.0705882352941174,-0.024657534246575342,0.35294117647058826,0.5294117647058824,0.11764705882352941,103.52941176470588,0.8947368421052632,208.75,0.0,0,0.0,9999,0.0,0.5,6.1,11,0,1,1.0,-9,0,1,0,0.25,-0.8660254037844386,0.5000000000000001,0,-9,8.0,6.0,8.0,8.0,995,1674,1247,695,2025-10-30,874
10.0,2428.0,1,0,0,38.01475156,23.73096675,9,0,0,9,9.666666666666666,0.0,-0.5945205479452055,0.2222222222222222,0.4444444444444444,0.3333333333333333,415.0,0.6923076923076923,363.0952380952381,0.0,0,0.0,9999,0.0,0.5,6.0,3,0,1,1.0,-217,0,0,1,0.2,0.8660254037844387,-0.4999999999999998,1,-217,10.0,10.0,9.0,9.0,996,1612,1319,614,2025-04-05,875
5.0,2419.0,1,0,0,37.92886347,23.66490691,15,0,0,38,6.078947368421052,0.2210526315789476,-0.2054794520547945,0.21052631578947367,0.47368421052631576,0.3157894736842105,66.1842105263158,0.8837209302325582,65.83333333333333,0.07894736842105265,0,0.0,9999,0.0,0.5,7.75,14,0,1,1.0,-75,0,1,0,0.2,-0.8660254037844384,-0.5000000000000004,0,-75,4.0,4.0,4.0,4.0,997,1397,1233,329,2025-08-25,876
8.0,2441.0,1,0,0,37.90033107,23.60151192,6,0,0,3,6.666666666666667,0.0,-0.6082191780821918,0.3333333333333333,0.0,0.6666666666666666,141.66666666666666,0.75,131.66666666666666,0.0,0,0.0,9999,0.0,0.5,8.5,3,0,1,1.0,-222,0,0,1,0.25,1.0,6.123233995736766e-17,0,-222,9.0,8.0,9.0,7.0,999,1369,1185,292,2025-03-31,877
10.0,1070.0,0,1,0,38.01327775,23.7831526,6,0,0,1,10.0,0.0,-0.8602739726027397,1.0,0.0,0.0,400.0,0.5,332.75,0.0,0,0.0,9999,0.0,0.5,7.5,1,0,1,1.0,-314,0,1,0,0.25,-2.4492935982947064e-16,1.0,1,-314,10.0,10.0,9.0,9.0,1000,1523,1132,492,2024-12-29,878
7.0,1757.0,1,0,0,37.92890613,23.69221128,9,0,0,21,7.095238095238095,0.30476190476190546,-0.07123287671232877,0.14285714285714285,0.47619047619047616,0.38095238095238093,101.19047619047619,0.84,131.25,0.04761904761904767,0,0.0,9999,0.0,0.5,6.625,12,0,1,1.0,-26,0,0,1,0.21,-0.8660254037844386,0.5000000000000001,0,-26,8.0,7.0,8.0,7.0,1001,1814,1311,891,2025-10-13,879
6.0,800.0,1,0,0,38.02729674,23.59594467,2,0,0,2,8.0,0.0,-0.6438356164383562,0.5,0.5,0.0,127.5,0.6666666666666666,217.6315789473684,0.0,0,0.0,9999,0.0,0.5,7.25,6,0,1,1.0,-235,1,0,0,0.195,1.0,6.123233995736766e-17,0,-235,6.0,5.0,7.0,7.0,1002,1523,1162,493,2025-03-18,880
6.0,1371.0,1,0,0,37.8829371,23.7959002,4,0,0,0,0.0,0.0,-0.9506849315068493,0.0,0.0,0.0,0.0,0.0,193.95833333333334,0.0,0,0.0,9999,0.0,0.5,7.5,1,0,1,1.0,-347,0,1,0,0.21,-0.5000000000000004,0.8660254037844384,0,-347,7.0,5.0,6.0,5.0,1003,1615,1204,617,2024-11-26,881
7.0,1813.0,0,0,1,37.9380994,23.79722072,10,0,0,9,6.444444444444445,0.0,-0.4438356164383562,0.2222222222222222,0.1111111111111111,0.6666666666666666,197.22222222222223,0.9,163.88888888888889,0.0,0,0.0,9999,0.0,0.5,7.5,6,0,1,1.0,-162,0,0,1,0.215,0.49999999999999994,-0.8660254037844387,0,-162,6.0,6.0,8.0,7.0,1004,1422,1150,365,2025-05-30,882
8.0,2676.0,1,0,0,37.90444569,23.71279301,5,0,0,29,7.172413793103448,-0.07241379310344875,-0.024657534246575342,0.3793103448275862,0.3103448275862069,0.3103448275862069,109.65517241379311,0.8055555555555556,136.89655172413794,0.03448275862068961,0,0.0,9999,0.0,0.5,7.5,6,0,1,1.0,-9,0,0,1,0.2,-0.8660254037844386,0.5000000000000001,0,-9,8.0,9.0,8.0,7.0,1005,1692,1278,719,2025-10-30,883
6.0,612.0,0,1,0,38.03490054,23.80957468,8,0,0,16,5.875,0.3250000000000002,-0.7123287671232876,0.1875,0.25,0.5625,74.375,0.8421052631578947,67.58064516129032,0.0,0,0.0,9999,0.0,0.5,7.5,3,0,1,1.0,-260,1,0,0,0.245,0.8660254037844386,0.5000000000000001,0,-260,5.0,7.0,5.0,7.0,1006,1322,1233,235,2025-02-21,884
7.0,3634.0,0,0,1,38.09240698,23.72209105,3,0,0,9,6.777777777777778,0.0,-0.7534246575342466,0.4444444444444444,0.2222222222222222,0.3333333333333333,125.55555555555556,0.6923076923076923,134.75,0.0,0,0.0,9999,0.0,0.5,5.6,6,0,1,1.0,-275,0,0,1,0.215,0.8660254037844386,0.5000000000000001,0,-275,6.0,6.0,5.0,7.0,1008,1378,1274,303,2025-02-06,885
10.0,3874.0,0,0,1,37.93617696,23.60670501,5,0,0,12,9.666666666666666,0.033333333333333215,-0.4931506849315068,0.25,0.4166666666666667,0.3333333333333333,399.5833333333333,0.75,359.1304347826087,0.0,0,0.0,9999,0.0,0.5,9.4,8,0,1,1.0,-180,0,0,1,0.215,0.49999999999999994,-0.8660254037844387,0,-180,10.0,9.0,10.0,10.0,1009,1655,1319,672,2025-05-12,886
8.0,1920.0,0,0,1,38.0065901,23.61869882,7,0,0,3,7.333333333333333,0.0,-0.7452054794520548,0.0,1.0,0.0,35.0,0.75,256.6666666666667,0.0,0,0.0,9999,0.0,0.5,7.0,2,0,1,1.0,-272,0,0,1,0.25,0.8660254037844386,0.5000000000000001,1,-272,8.0,8.0,7.0,7.0,1010,1567,1195,555,2025-02-09,887
7.0,1302.0,0,1,0,38.13009558,23.7623663,10,0,0,9,7.111111111111111,0.0,-0.030136986301369864,0.3333333333333333,0.2222222222222222,0.4444444444444444,147.22222222222223,0.75,188.8,0.0,0,0.0,9999,0.0,0.5,7.0,15,0,1,1.0,-11,0,1,0,0.25,-0.8660254037844386,0.5000000000000001,0,-11,6.0,7.0,5.0,7.0,1012,1452,1204,399,2025-10-28,888
9.0,2327.0,1,0,0,38.05175277,23.87358641,8,0,0,1,9.0,0.0,-0.9616438356164384,0.0,0.0,1.0,460.0,0.5,335.2083333333333,0.0,0,0.0,9999,0.0,0.5,10.0,2,0,1,1.0,-351,0,0,1,0.2,-0.5000000000000004,0.8660254037844384,0,-351,10.0,9.0,9.0,10.0,1013,1745,1218,792,2024-11-22,889
9.0,3485.0,0,0,1,38.03162668,23.78553744,6,0,0,24,7.958333333333333,0.24166666666666625,-0.2356164383561644,0.4583333333333333,0.20833333333333334,0.3333333333333333,227.08333333333334,0.8888888888888888,195.76923076923077,0.0,0,0.0,9999,0.0,0.5,8.6,6,0,1,1.0,-86,0,0,1,0.205,-0.8660254037844384,-0.5000000000000004,0,-86,10.0,8.0,8.0,9.0,1015,1336,1237,251,2025-08-14,890
7.0,1741.0,0,0,1,37.83406029,23.58885069,8,0,0,8,6.875,0.0,-0.7698630136986301,0.125,0.375,0.5,183.125,0.8888888888888888,150.0,0.0,0,0.0,9999,0.0,0.5,6.0,4,0,1,1.0,-281,0,0,1,0.205,0.49999999999999994,0.8660254037844387,0,-281,6.0,8.0,5.0,7.0,1016,1554,1262,538,2025-01-31,891
7.0,3392.0,0,0,1,37.83388618,23.62473343,8,0,0,3,8.0,0.0,-0.8657534246575342,0.0,0.6666666666666666,0.3333333333333333,240.0,0.75,160.6,0.0,0,0.0,9999,0.0,0.5,8.5,5,0,1,1.0,-316,0,0,1,0.215,-2.4492935982947064e-16,1.0,0,-316,8.0,8.0,6.0,6.0,1017,1373,1184,296,2024-12-27,892
10.0,1583.0,0,0,1,38.01969736,23.66825221,9,0,0,10,9.4,0.0,-0.6109589041095891,0.1,0.5,0.4,370.5,0.9090909090909091,297.5,0.09999999999999998,0,0.0,9999,0.0,0.5,10.0,3,0,1,1.0,-223,0,0,1,0.205,1.0,6.123233995736766e-17,1,-223,10.0,10.0,10.0,10.0,1018,1695,1226,723,2025-03-30,893
